Car_ID,Manufacturer,Car_Model,Driver,Battery_Capacity_kWh,Battery_Percentage,Battery_Health,Expected_Distance_KM,Max_Speed_KMH,Instantaneous_Speed_KMH,Revenue,Age_Days,KM_Travelled,Energy_Consumption_Rate,Year_Manufactured,Maintenance_Cost,Charging,Running,Charging_Cost,Garage,Garage_Status,Timestamp
EV0046,Tata,Nexon EV,Driver_046,40.5,39.44,89.18,163.55,120,0,0.0,1949,47367,0.18,2022,2395.51,1,0,332.31,Garage B,Charging,2025-01-06 06:41:00
EV0026,Tata,Nexon EV,Driver_026,40.5,78.29,85.6,311.63,120,0,0.0,2053,168280,0.18,2021,6074.9,1,0,174.26,Garage B,Charging,2025-01-06 07:54:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,55.15,92.04,229.44,167,0,0.0,1016,80260,0.16,2024,2915.8,1,0,350.8,Garage D,Charging,2025-01-06 08:14:00
EV0018,Tata,Nexon EV,Driver_018,40.5,89.23,92.27,382.85,120,65,0.0,1157,99571,0.18,2021,3565.63,0,1,0.0,Garage B,Working,2025-01-06 08:31:00
EV0027,MG,ZS EV,Driver_027,50.3,98.42,88.48,401.45,175,59,168.45,1743,96621,0.17,2020,3770.13,0,1,0.0,Garage C,Working,2025-01-06 09:40:00
EV0009,Tesla,Model 3,Driver_009,60.0,83.89,87.48,366.93,225,0,0.0,1300,155171,0.14,2025,5305.13,1,0,98.29,Garage A,Charging,2025-01-06 09:59:00
EV0003,MG,ZS EV,Driver_003,50.3,18.49,96.75,82.47,175,0,0.0,449,28680,0.17,2022,1084.9,1,0,521.43,Garage C,Charging,2025-01-06 10:34:00
EV0009,Tesla,Model 3,Driver_009,60.0,86.1,87.48,376.6,225,0,0.0,1300,153692,0.14,2025,5260.76,1,0,227.71,Garage A,Charging,2025-01-06 11:29:00
EV0046,Tata,Nexon EV,Driver_046,40.5,99.28,89.18,411.7,120,0,0.0,1949,47220,0.18,2022,2391.1,1,0,357.01,Garage B,Charging,2025-01-06 13:11:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,62.43,85.88,242.34,167,80,478.13,1948,149389,0.16,2022,5455.67,0,1,0.0,Garage D,Working,2025-01-06 13:21:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,46.87,97.41,206.37,167,85,0.0,441,23754,0.16,2021,933.12,0,1,0.0,Garage D,Working,2025-01-06 14:04:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,88.82,85.88,344.78,167,121,0.0,1948,152517,0.16,2022,5549.51,0,1,0.0,Garage D,Parked,2025-01-06 14:07:00
EV0030,Tata,Nexon EV,Driver_030,40.5,5.63,97.35,25.49,120,0,0.0,339,26450,0.18,2023,963.0,1,0,372.95,Garage B,Charging,2025-01-06 14:17:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,12.03,94.48,51.37,167,0,0.0,1331,36474,0.16,2022,1759.72,1,0,309.97,Garage D,Charging,2025-01-06 14:46:00
EV0037,Tesla,Model 3,Driver_037,60.0,47.81,80.94,193.49,225,0,0.0,2151,245821,0.14,2019,8450.13,1,0,167.75,Garage A,Charging,2025-01-06 17:22:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,69.77,92.29,291.05,167,16,847.51,923,79871,0.16,2024,2857.63,0,1,0.0,Garage D,Parked,2025-01-06 17:57:00
EV0023,MG,ZS EV,Driver_023,50.3,89.8,93.91,388.77,175,0,0.0,903,29239,0.17,2024,1328.67,1,0,326.91,Garage C,Charging,2025-01-06 18:31:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,94.88,89.95,385.76,167,50,0.0,1937,47376,0.16,2025,2389.78,0,1,0.0,Garage D,Working,2025-01-06 18:54:00
EV0035,MG,ZS EV,Driver_035,50.3,64.43,88.18,261.91,175,97,330.17,2392,87790,0.17,2023,3829.7,0,1,0.0,Garage C,Working,2025-01-06 21:20:00
EV0010,Tata,Nexon EV,Driver_010,40.5,98.8,86.12,395.65,120,14,833.1,1725,194206,0.18,2021,6688.68,0,1,0.0,Garage B,Working,2025-01-07 00:33:00
EV0027,MG,ZS EV,Driver_027,50.3,35.63,88.48,145.33,175,135,625.86,1743,97233,0.17,2020,3788.49,0,1,0.0,Garage C,Working,2025-01-07 00:42:00
EV0039,MG,ZS EV,Driver_039,50.3,8.23,86.13,32.68,175,0,0.0,2394,122324,0.17,2022,4866.72,1,0,393.69,Garage C,Charging,2025-01-07 01:00:00
EV0010,Tata,Nexon EV,Driver_010,40.5,13.24,86.12,53.02,120,0,0.0,1725,193432,0.18,2021,6665.46,1,0,235.4,Garage B,Charging,2025-01-07 02:12:00
EV0006,Tata,Nexon EV,Driver_006,40.5,68.94,93.59,300.02,120,0,0.0,1009,70897,0.18,2020,2631.41,1,0,97.69,Garage B,Charging,2025-01-07 04:46:00
EV0003,MG,ZS EV,Driver_003,50.3,60.63,96.75,270.42,175,174,0.0,449,30032,0.17,2022,1125.46,0,1,0.0,Garage C,Working,2025-01-07 07:50:00
EV0022,Tata,Nexon EV,Driver_022,40.5,95.04,87.13,385.06,120,26,0.0,1472,171106,0.18,2024,5869.18,0,1,0.0,Garage B,Working,2025-01-07 10:23:00
EV0031,MG,ZS EV,Driver_031,50.3,63.76,93.45,274.68,175,33,0.0,907,108210,0.17,2025,3699.8,0,1,0.0,Garage C,Working,2025-01-07 11:44:00
EV0014,Tata,Nexon EV,Driver_014,40.5,98.76,99.2,455.56,120,0,0.0,316,26719,0.18,2022,959.57,1,0,78.42,Garage B,Charging,2025-01-07 13:30:00
EV0009,Tesla,Model 3,Driver_009,60.0,29.95,87.48,131.0,225,221,0.0,1300,154035,0.14,2025,5271.05,0,1,0.0,Garage A,Working,2025-01-07 16:35:00
EV0039,MG,ZS EV,Driver_039,50.3,67.13,86.13,266.55,175,0,0.0,2394,126760,0.17,2022,4999.8,1,0,340.19,Garage C,Charging,2025-01-07 17:30:00
EV0002,Tata,Nexon EV,Driver_002,40.5,11.59,92.18,49.68,120,0,0.0,1261,83166,0.18,2021,3125.48,1,0,381.12,Garage B,Charging,2025-01-07 18:03:00
EV0015,MG,ZS EV,Driver_015,50.3,48.24,94.81,210.84,175,118,0.0,815,35346,0.17,2020,1467.88,0,1,0.0,Garage C,Working,2025-01-07 18:19:00
EV0003,MG,ZS EV,Driver_003,50.3,54.82,96.75,244.51,175,97,0.0,449,29883,0.17,2022,1120.99,0,1,0.0,Garage C,Working,2025-01-07 18:26:00
EV0046,Tata,Nexon EV,Driver_046,40.5,34.07,89.18,141.28,120,69,825.11,1949,46214,0.18,2022,2360.92,0,1,0.0,Garage B,Parked,2025-01-07 19:06:00
EV0003,MG,ZS EV,Driver_003,50.3,7.33,96.75,32.69,175,0,0.0,449,31357,0.17,2022,1165.21,1,0,223.59,Garage C,Charging,2025-01-07 19:21:00
EV0039,MG,ZS EV,Driver_039,50.3,25.1,86.13,99.66,175,94,527.39,2394,125702,0.17,2022,4968.06,0,1,0.0,Garage C,Working,2025-01-07 19:46:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,86.65,92.29,361.46,167,53,0.0,923,79300,0.16,2024,2840.5,0,1,0.0,Garage D,Working,2025-01-07 20:04:00
EV0033,Tesla,Model 3,Driver_033,60.0,37.9,87.81,166.4,225,0,0.0,1649,163032,0.14,2021,5715.46,1,0,343.03,Garage A,Charging,2025-01-07 21:15:00
EV0026,Tata,Nexon EV,Driver_026,40.5,90.27,85.6,359.31,120,0,0.0,2053,169362,0.18,2021,6107.36,1,0,313.52,Garage B,Charging,2025-01-07 21:53:00
EV0006,Tata,Nexon EV,Driver_006,40.5,66.15,93.59,287.88,120,10,839.83,1009,71111,0.18,2020,2637.83,0,1,0.0,Garage B,Working,2025-01-07 22:21:00
EV0050,Tata,Nexon EV,Driver_050,40.5,39.38,94.92,173.81,120,74,392.34,498,52918,0.18,2023,1836.54,0,1,0.0,Garage B,Working,2025-01-07 22:43:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,25.18,92.29,105.04,167,155,321.49,923,81809,0.16,2024,2915.77,0,1,0.0,Garage D,Working,2025-01-07 22:49:00
EV0034,Tata,Nexon EV,Driver_034,40.5,79.62,95.74,354.46,120,107,845.26,532,39151,0.18,2025,1440.53,0,1,0.0,Garage B,Working,2025-01-08 00:17:00
EV0001,Tesla,Model 3,Driver_001,60.0,90.06,88.8,399.87,225,0,0.0,1933,110778,0.14,2022,4289.84,1,0,67.59,Garage A,Charging,2025-01-08 00:28:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,25.71,88.34,102.66,167,0,0.0,1626,136564,0.16,2024,4909.92,1,0,90.73,Garage D,Charging,2025-01-08 00:30:00
EV0015,MG,ZS EV,Driver_015,50.3,87.66,94.81,383.14,175,175,697.46,815,36050,0.17,2020,1489.0,0,1,0.0,Garage C,Working,2025-01-08 00:38:00
EV0026,Tata,Nexon EV,Driver_026,40.5,79.95,85.6,318.23,120,0,0.0,2053,168442,0.18,2021,6079.76,1,0,164.19,Garage B,Charging,2025-01-08 00:54:00
EV0025,Tesla,Model 3,Driver_025,60.0,77.22,83.06,320.69,225,138,269.03,1938,230798,0.14,2019,7892.94,0,1,0.0,Garage A,Working,2025-01-08 01:09:00
EV0043,MG,ZS EV,Driver_043,50.3,46.07,96.32,204.57,175,0,0.0,630,61518,0.17,2022,2160.54,1,0,275.77,Garage C,Charging,2025-01-08 01:38:00
EV0003,MG,ZS EV,Driver_003,50.3,15.59,96.75,69.53,175,0,0.0,449,30084,0.17,2022,1127.02,1,0,511.26,Garage C,Charging,2025-01-08 02:14:00
EV0037,Tesla,Model 3,Driver_037,60.0,62.76,80.94,253.99,225,89,875.75,2151,242989,0.14,2019,8365.17,0,1,0.0,Garage A,Working,2025-01-08 03:04:00
EV0006,Tata,Nexon EV,Driver_006,40.5,27.57,93.59,119.98,120,0,0.0,1009,70402,0.18,2020,2616.56,1,0,140.62,Garage B,Charging,2025-01-08 03:35:00
EV0017,Tesla,Model 3,Driver_017,60.0,33.39,89.45,149.34,225,128,602.52,2197,72712,0.14,2019,3279.86,0,1,0.0,Garage A,Working,2025-01-08 03:51:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,69.86,85.88,271.18,167,130,188.5,1948,148562,0.16,2022,5430.86,0,1,0.0,Garage D,Working,2025-01-08 04:22:00
EV0042,Tata,Nexon EV,Driver_042,40.5,41.03,99.76,190.33,120,22,706.02,130,6663,0.18,2023,264.89,0,1,0.0,Garage B,Working,2025-01-08 05:16:00
EV0010,Tata,Nexon EV,Driver_010,40.5,94.12,86.12,376.91,120,0,0.0,1725,193097,0.18,2021,6655.41,1,0,235.37,Garage B,Charging,2025-01-08 05:38:00
EV0050,Tata,Nexon EV,Driver_050,40.5,18.73,94.92,82.67,120,0,0.0,498,54994,0.18,2023,1898.82,1,0,492.47,Garage B,Charging,2025-01-08 06:16:00
EV0038,Tata,Nexon EV,Driver_038,40.5,55.04,96.7,247.49,120,75,918.31,407,13081,0.18,2022,595.93,0,1,0.0,Garage B,Working,2025-01-08 07:14:00
EV0039,MG,ZS EV,Driver_039,50.3,32.97,86.13,130.91,175,92,718.4,2394,122987,0.17,2022,4886.61,0,1,0.0,Garage C,Parked,2025-01-08 09:04:00
EV0021,Tesla,Model 3,Driver_021,60.0,67.92,85.91,291.75,225,194,439.93,2285,142934,0.14,2019,5430.52,0,1,0.0,Garage A,Parked,2025-01-08 10:42:00
EV0046,Tata,Nexon EV,Driver_046,40.5,21.65,89.18,89.78,120,0,0.0,1949,43507,0.18,2022,2279.71,1,0,190.14,Garage B,Charging,2025-01-08 10:56:00
EV0045,Tesla,Model 3,Driver_045,60.0,49.38,92.52,228.43,225,0,0.0,981,104562,0.14,2025,3627.36,1,0,191.58,Garage A,Charging,2025-01-08 11:53:00
EV0002,Tata,Nexon EV,Driver_002,40.5,31.87,92.18,136.61,120,0,0.0,1261,82117,0.18,2021,3094.01,1,0,173.28,Garage B,Charging,2025-01-08 13:23:00
EV0029,Tesla,Model 3,Driver_029,60.0,70.02,90.22,315.86,225,166,409.07,1979,74907,0.14,2020,3236.71,0,1,0.0,Garage A,Working,2025-01-08 15:17:00
EV0027,MG,ZS EV,Driver_027,50.3,94.61,88.48,385.91,175,0,0.0,1743,94289,0.17,2020,3700.17,1,0,356.72,Garage C,Charging,2025-01-08 18:13:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,82.87,85.52,320.33,167,0,0.0,1919,132775,0.16,2022,4942.75,1,0,252.03,Garage D,Charging,2025-01-08 18:35:00
EV0033,Tesla,Model 3,Driver_033,60.0,81.24,87.81,356.68,225,178,869.71,1649,162357,0.14,2021,5695.21,0,1,0.0,Garage A,Working,2025-01-08 19:29:00
EV0014,Tata,Nexon EV,Driver_014,40.5,8.61,99.2,39.72,120,0,0.0,316,26622,0.18,2022,956.66,1,0,224.64,Garage B,Charging,2025-01-08 20:02:00
EV0002,Tata,Nexon EV,Driver_002,40.5,56.65,92.18,242.82,120,41,512.62,1261,84530,0.18,2021,3166.4,0,1,0.0,Garage B,Working,2025-01-08 20:11:00
EV0018,Tata,Nexon EV,Driver_018,40.5,47.17,92.27,202.39,120,67,736.36,1157,99852,0.18,2021,3574.06,0,1,0.0,Garage B,Working,2025-01-08 20:39:00
EV0013,Tesla,Model 3,Driver_013,60.0,57.02,92.84,264.69,225,196,655.89,1069,59580,0.14,2025,2321.9,0,1,0.0,Garage A,Working,2025-01-08 21:54:00
EV0026,Tata,Nexon EV,Driver_026,40.5,34.33,85.6,136.65,120,112,466.84,2053,170075,0.18,2021,6128.75,0,1,0.0,Garage B,Parked,2025-01-08 22:31:00
EV0046,Tata,Nexon EV,Driver_046,40.5,81.72,89.18,338.88,120,40,839.55,1949,43646,0.18,2022,2283.88,0,1,0.0,Garage B,Working,2025-01-08 23:30:00
EV0043,MG,ZS EV,Driver_043,50.3,5.83,96.32,25.89,175,0,0.0,630,59424,0.17,2022,2097.72,1,0,210.37,Garage C,Charging,2025-01-09 00:08:00
EV0029,Tesla,Model 3,Driver_029,60.0,98.81,90.22,445.73,225,113,196.98,1979,74380,0.14,2020,3220.9,0,1,0.0,Garage A,Working,2025-01-09 00:43:00
EV0003,MG,ZS EV,Driver_003,50.3,29.69,96.75,132.42,175,20,861.58,449,29444,0.17,2022,1107.82,0,1,0.0,Garage C,Working,2025-01-09 02:10:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,68.88,88.34,275.04,167,72,738.75,1626,138702,0.16,2024,4974.06,0,1,0.0,Garage D,Parked,2025-01-09 04:17:00
EV0017,Tesla,Model 3,Driver_017,60.0,67.34,89.45,301.18,225,0,0.0,2197,74373,0.14,2019,3329.69,1,0,491.5,Garage A,Charging,2025-01-09 04:24:00
EV0007,MG,ZS EV,Driver_007,50.3,70.76,92.76,302.59,175,128,694.94,762,83347,0.17,2024,2881.41,0,1,0.0,Garage C,Working,2025-01-09 05:16:00
EV0002,Tata,Nexon EV,Driver_002,40.5,7.69,92.18,32.96,120,0,0.0,1261,83500,0.18,2021,3135.5,1,0,418.68,Garage B,Charging,2025-01-09 06:42:00
EV0003,MG,ZS EV,Driver_003,50.3,42.77,96.75,190.76,175,0,0.0,449,30019,0.17,2022,1125.07,1,0,76.88,Garage C,Charging,2025-01-09 07:19:00
EV0005,Tesla,Model 3,Driver_005,60.0,40.48,96.51,195.34,225,38,610.6,448,13988,0.14,2022,643.64,0,1,0.0,Garage A,Working,2025-01-09 07:30:00
EV0030,Tata,Nexon EV,Driver_030,40.5,60.37,97.35,273.28,120,0,0.0,339,25513,0.18,2023,934.89,1,0,161.34,Garage B,Charging,2025-01-09 08:02:00
EV0023,MG,ZS EV,Driver_023,50.3,32.83,93.91,142.13,175,155,668.03,903,28830,0.17,2024,1316.4,0,1,0.0,Garage C,Working,2025-01-09 09:19:00
EV0023,MG,ZS EV,Driver_023,50.3,96.3,93.91,416.91,175,56,598.84,903,31730,0.17,2024,1403.4,0,1,0.0,Garage C,Parked,2025-01-09 09:33:00
EV0025,Tesla,Model 3,Driver_025,60.0,60.82,83.06,252.59,225,0,0.0,1938,235434,0.14,2019,8032.02,1,0,544.57,Garage A,Charging,2025-01-09 10:48:00
EV0025,Tesla,Model 3,Driver_025,60.0,28.19,83.06,117.07,225,134,0.0,1938,232925,0.14,2019,7956.75,0,1,0.0,Garage A,Working,2025-01-09 11:09:00
EV0029,Tesla,Model 3,Driver_029,60.0,81.3,90.22,366.74,225,176,775.7,1979,74393,0.14,2020,3221.29,0,1,0.0,Garage A,Working,2025-01-09 13:06:00
EV0013,Tesla,Model 3,Driver_013,60.0,96.42,92.84,447.58,225,48,225.45,1069,61568,0.14,2025,2381.54,0,1,0.0,Garage A,Working,2025-01-09 14:52:00
EV0022,Tata,Nexon EV,Driver_022,40.5,22.34,87.13,90.51,120,89,178.25,1472,174688,0.18,2024,5976.64,0,1,0.0,Garage B,Working,2025-01-09 15:08:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,95.96,84.06,364.6,167,131,762.25,2467,135575,0.16,2019,5300.75,0,1,0.0,Garage D,Working,2025-01-09 16:39:00
EV0009,Tesla,Model 3,Driver_009,60.0,54.75,87.48,239.48,225,29,316.3,1300,156680,0.14,2025,5350.4,0,1,0.0,Garage A,Parked,2025-01-09 17:00:00
EV0001,Tesla,Model 3,Driver_001,60.0,64.13,88.8,284.74,225,0,0.0,1933,113617,0.14,2022,4375.01,1,0,221.95,Garage A,Charging,2025-01-09 17:51:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,44.53,89.95,181.05,167,163,0.0,1937,47800,0.16,2025,2402.5,0,1,0.0,Garage D,Parked,2025-01-09 19:26:00
EV0041,Tesla,Model 3,Driver_041,60.0,97.35,91.85,447.08,225,0,0.0,1362,28167,0.14,2023,1526.01,1,0,181.95,Garage A,Charging,2025-01-09 20:28:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,61.82,97.41,272.19,167,0,0.0,441,22733,0.16,2021,902.49,1,0,211.76,Garage D,Charging,2025-01-09 20:35:00
EV0009,Tesla,Model 3,Driver_009,60.0,87.07,87.48,380.84,225,0,0.0,1300,153486,0.14,2025,5254.58,1,0,351.43,Garage A,Charging,2025-01-09 21:36:00
EV0003,MG,ZS EV,Driver_003,50.3,63.09,96.75,281.39,175,57,952.84,449,31016,0.17,2022,1154.98,0,1,0.0,Garage C,Parked,2025-01-09 21:53:00
EV0018,Tata,Nexon EV,Driver_018,40.5,96.86,92.27,415.58,120,61,807.35,1157,99205,0.18,2021,3554.65,0,1,0.0,Garage B,Working,2025-01-09 22:10:00
EV0025,Tesla,Model 3,Driver_025,60.0,8.02,83.06,33.31,225,0,0.0,1938,231230,0.14,2019,7905.9,1,0,118.43,Garage A,Charging,2025-01-09 23:51:00
EV0030,Tata,Nexon EV,Driver_030,40.5,88.42,97.35,400.26,120,72,266.71,339,26956,0.18,2023,978.18,0,1,0.0,Garage B,Working,2025-01-10 01:05:00
EV0050,Tata,Nexon EV,Driver_050,40.5,87.45,94.92,385.99,120,0,0.0,498,53746,0.18,2023,1861.38,1,0,450.93,Garage B,Charging,2025-01-10 01:12:00
EV0035,MG,ZS EV,Driver_035,50.3,98.04,88.18,398.54,175,74,501.47,2392,87120,0.17,2023,3809.6,0,1,0.0,Garage C,Working,2025-01-10 01:45:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,69.88,89.95,284.11,167,0,0.0,1937,48537,0.16,2025,2424.61,1,0,105.36,Garage D,Charging,2025-01-10 03:39:00
EV0005,Tesla,Model 3,Driver_005,60.0,66.63,96.51,321.52,225,46,690.3,448,12687,0.14,2022,604.61,0,1,0.0,Garage A,Parked,2025-01-10 03:56:00
EV0006,Tata,Nexon EV,Driver_006,40.5,80.0,93.59,348.15,120,117,0.0,1009,70928,0.18,2020,2632.34,0,1,0.0,Garage B,Working,2025-01-10 04:18:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,61.17,85.72,237.01,167,143,239.42,1872,171080,0.16,2022,6068.4,0,1,0.0,Garage D,Parked,2025-01-10 04:38:00
EV0011,MG,ZS EV,Driver_011,50.3,39.51,87.26,158.94,175,31,456.88,2370,59268,0.17,2021,2963.04,0,1,0.0,Garage C,Parked,2025-01-10 05:09:00
EV0038,Tata,Nexon EV,Driver_038,40.5,47.85,96.7,215.16,120,114,551.9,407,15791,0.18,2022,677.23,0,1,0.0,Garage B,Working,2025-01-10 05:13:00
EV0033,Tesla,Model 3,Driver_033,60.0,60.47,87.81,265.49,225,96,0.0,1649,164059,0.14,2021,5746.27,0,1,0.0,Garage A,Working,2025-01-10 07:08:00
EV0039,MG,ZS EV,Driver_039,50.3,48.32,86.13,191.86,175,91,310.1,2394,126100,0.17,2022,4980.0,0,1,0.0,Garage C,Parked,2025-01-10 08:33:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,88.32,97.41,388.87,167,25,241.02,441,25438,0.16,2021,983.64,0,1,0.0,Garage D,Working,2025-01-10 08:58:00
EV0001,Tesla,Model 3,Driver_001,60.0,12.36,88.8,54.88,225,0,0.0,1933,112247,0.14,2022,4333.91,1,0,441.23,Garage A,Charging,2025-01-10 09:57:00
EV0030,Tata,Nexon EV,Driver_030,40.5,10.8,97.35,48.89,120,0,0.0,339,24754,0.18,2023,912.12,1,0,269.5,Garage B,Charging,2025-01-10 10:23:00
EV0026,Tata,Nexon EV,Driver_026,40.5,86.16,85.6,342.95,120,105,0.0,2053,169719,0.18,2021,6118.07,0,1,0.0,Garage B,Parked,2025-01-10 10:43:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,67.41,84.06,256.13,167,110,428.66,2467,131341,0.16,2019,5173.73,0,1,0.0,Garage D,Working,2025-01-10 10:46:00
EV0011,MG,ZS EV,Driver_011,50.3,11.56,87.26,46.5,175,0,0.0,2370,61218,0.17,2021,3021.54,1,0,311.09,Garage C,Charging,2025-01-10 13:20:00
EV0050,Tata,Nexon EV,Driver_050,40.5,49.55,94.92,218.7,120,24,706.42,498,51098,0.18,2023,1781.94,0,1,0.0,Garage B,Working,2025-01-10 13:59:00
EV0022,Tata,Nexon EV,Driver_022,40.5,13.21,87.13,53.52,120,0,0.0,1472,174652,0.18,2024,5975.56,1,0,209.05,Garage B,Charging,2025-01-10 14:22:00
EV0035,MG,ZS EV,Driver_035,50.3,8.28,88.18,33.66,175,0,0.0,2392,86114,0.17,2023,3779.42,1,0,349.28,Garage C,Charging,2025-01-10 14:24:00
EV0022,Tata,Nexon EV,Driver_022,40.5,91.71,87.13,371.57,120,95,610.87,1472,175215,0.18,2024,5992.45,0,1,0.0,Garage B,Working,2025-01-10 14:58:00
EV0025,Tesla,Model 3,Driver_025,60.0,41.44,83.06,172.1,225,0,0.0,1938,233136,0.14,2019,7963.08,1,0,178.38,Garage A,Charging,2025-01-10 16:16:00
EV0021,Tesla,Model 3,Driver_021,60.0,57.74,85.91,248.02,225,62,713.13,2285,142853,0.14,2019,5428.09,0,1,0.0,Garage A,Working,2025-01-10 16:50:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,58.16,85.52,224.82,167,0,0.0,1919,132493,0.16,2022,4934.29,1,0,175.53,Garage D,Charging,2025-01-10 17:34:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,60.89,92.29,254.0,167,74,0.0,923,79790,0.16,2024,2855.2,0,1,0.0,Garage D,Working,2025-01-10 20:39:00
EV0037,Tesla,Model 3,Driver_037,60.0,92.42,80.94,374.02,225,68,874.28,2151,245899,0.14,2019,8452.47,0,1,0.0,Garage A,Working,2025-01-10 21:27:00
EV0033,Tesla,Model 3,Driver_033,60.0,34.59,87.81,151.87,225,0,0.0,1649,161790,0.14,2021,5678.2,1,0,268.07,Garage A,Charging,2025-01-10 21:52:00
EV0021,Tesla,Model 3,Driver_021,60.0,84.54,85.91,363.14,225,0,0.0,2285,143388,0.14,2019,5444.14,1,0,445.87,Garage A,Charging,2025-01-10 22:35:00
EV0002,Tata,Nexon EV,Driver_002,40.5,58.69,92.18,251.57,120,110,927.27,1261,83948,0.18,2021,3148.94,0,1,0.0,Garage B,Parked,2025-01-11 01:47:00
EV0003,MG,ZS EV,Driver_003,50.3,9.24,96.75,41.21,175,0,0.0,449,27865,0.17,2022,1060.45,1,0,234.28,Garage C,Charging,2025-01-11 02:27:00
EV0050,Tata,Nexon EV,Driver_050,40.5,68.08,94.92,300.49,120,114,886.71,498,53150,0.18,2023,1843.5,0,1,0.0,Garage B,Working,2025-01-11 02:47:00
EV0027,MG,ZS EV,Driver_027,50.3,53.1,88.48,216.59,175,0,0.0,1743,98999,0.17,2020,3841.47,1,0,73.48,Garage C,Charging,2025-01-11 03:18:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,6.62,92.04,27.54,167,0,0.0,1016,80240,0.16,2024,2915.2,1,0,80.57,Garage D,Charging,2025-01-11 05:00:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,86.2,87.25,339.95,167,72,703.4,1821,121148,0.16,2020,4544.94,0,1,0.0,Garage D,Working,2025-01-11 06:10:00
EV0024,Hyundai,Kona EV,Driver_024,39.2,36.23,88.89,145.57,167,112,205.91,1991,90053,0.16,2024,3697.09,0,1,0.0,Garage D,Parked,2025-01-11 06:47:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,36.39,87.25,143.51,167,74,0.0,1821,118502,0.16,2020,4465.56,0,1,0.0,Garage D,Parked,2025-01-11 07:06:00
EV0027,MG,ZS EV,Driver_027,50.3,60.57,88.48,247.06,175,28,0.0,1743,95401,0.17,2020,3733.53,0,1,0.0,Garage C,Parked,2025-01-11 08:52:00
EV0006,Tata,Nexon EV,Driver_006,40.5,74.35,93.59,323.57,120,0,0.0,1009,70114,0.18,2020,2607.92,1,0,117.52,Garage B,Charging,2025-01-11 10:19:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,47.96,97.41,211.16,167,62,355.33,441,24696,0.16,2021,961.38,0,1,0.0,Garage D,Parked,2025-01-11 11:19:00
EV0045,Tesla,Model 3,Driver_045,60.0,47.97,92.52,221.91,225,0,0.0,981,104173,0.14,2025,3615.69,1,0,319.84,Garage A,Charging,2025-01-11 11:21:00
EV0033,Tesla,Model 3,Driver_033,60.0,9.56,87.81,41.97,225,0,0.0,1649,162554,0.14,2021,5701.12,1,0,268.48,Garage A,Charging,2025-01-11 13:25:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,96.63,88.34,385.84,167,159,753.88,1626,139566,0.16,2024,4999.98,0,1,0.0,Garage D,Working,2025-01-11 13:39:00
EV0025,Tesla,Model 3,Driver_025,60.0,10.42,83.06,43.27,225,0,0.0,1938,235127,0.14,2019,8022.81,1,0,65.19,Garage A,Charging,2025-01-11 16:18:00
EV0019,MG,ZS EV,Driver_019,50.3,98.12,81.98,370.82,175,0,0.0,2221,201076,0.17,2023,7142.78,1,0,494.43,Garage C,Charging,2025-01-11 16:20:00
EV0009,Tesla,Model 3,Driver_009,60.0,10.12,87.48,44.26,225,0,0.0,1300,155184,0.14,2025,5305.52,1,0,352.43,Garage A,Charging,2025-01-11 16:32:00
EV0045,Tesla,Model 3,Driver_045,60.0,37.61,92.52,173.98,225,56,516.72,981,104840,0.14,2025,3635.7,0,1,0.0,Garage A,Working,2025-01-11 17:40:00
EV0035,MG,ZS EV,Driver_035,50.3,90.38,88.18,367.4,175,53,423.77,2392,87967,0.17,2023,3835.01,0,1,0.0,Garage C,Working,2025-01-11 19:25:00
EV0049,Tesla,Model 3,Driver_049,60.0,88.24,92.35,407.45,225,71,662.17,1292,29746,0.14,2023,1538.38,0,1,0.0,Garage A,Working,2025-01-11 20:32:00
EV0021,Tesla,Model 3,Driver_021,60.0,63.55,85.91,272.98,225,0,0.0,2285,142224,0.14,2019,5409.22,1,0,94.79,Garage A,Charging,2025-01-11 20:44:00
